Tipo de Violencia o Discriminación;Procuraduria;Año;Edad de la Victima;Pais o Municipio Vivienda Victima;Nivel Educativo Victima;Estado Familiar Victima;VIOLENCIA PATRIMONIAL;VIOLENCIA PSICOLOGICA;VIOLENCIA FISICA;VIOLENCIA SEXUAL;VIOLENCIA ECONOMICA;VIOLENCIA SIMBOLICA;DISCRIMINACIÓN EN LOS DERECHOS ECONOMICOS Y LABORALES;DISCRIMINACIÓN EN EL DERECHO A LA EDUCACIÓN;DISCRIMINACIÓN EN EL DERECHO A LA PARTICIPACIÓN POLITICA;DISCRIMINACIÓN EN EL DERECHO DE PARTICIPACIÓN EN EL DESARROLLO RURAL;DISCRIMINACIÓN EN LOS DERECHOS A LA SALUD Y OTROS DERECHOS SOCIALES Y CULTURALES;Relación con la persona denunciada
Violencia Intrafamiliar;La Libertad;2017;21;SANTA TECLA;6o Grado;Soltero(a);1;1;0;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;La Libertad;2017;21;SANTA TECLA;Bachiller;Unión no matrimonial;0;0;0;0;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;La Unión;2017;21;LA UNION;Bachiller;Casado(a);1;1;0;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Miguel;2017;21;SAN MIGUEL;1er. Año de Bachillerato;Soltero(a);1;1;1;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;21;CIUDAD DELGADO;Bachiller;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;21;MEJICANOS;1er. Año de Bachillerato;Soltero(a);1;1;1;1;1;1;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;21;MEJICANOS;2o. Año de Bachillerato;Soltero(a);1;1;1;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;21;SAN SALVADOR;8o Grado;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;21;SAN SALVADOR;9o Grado;Casado(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;21;SAN SALVADOR;Bachiller;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;21;SAN SALVADOR;Cursando Universidad;Soltero(a);1;1;1;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;21;TECOLUCA;Cursando Universidad;Casado(a);0;1;0;0;0;1;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Vicente;2017;21;SAN VICENTE;Técnico;Soltero(a);0;1;0;0;1;1;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Vicente;2017;21;SANTO DOMINGO;9o Grado;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Vicente;2017;21;TECOLUCA;Bachiller;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Vicente;2017;21;TECOLUCA;Cursando Universidad;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Vicente;2017;21;TECOLUCA;Sin educación académica;Casado(a);0;1;0;0;0;0;0;0;0;0;0;N/D
Violencia Intrafamiliar;Santa Ana;2017;21;SANTA ANA;Bachiller;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Santa Ana;2017;21;TEXISTEPEQUE;2o. Año de Bachillerato;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Sonsonate;2017;21;SAN JUAN OPICO;6o Grado;Soltero(a);1;1;1;1;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia de Género;Chalatenango;2017;22;LA PALMA;9o Grado;Soltero(a);0;1;0;1;0;0;0;0;0;0;0;Expareja
Violencia de Género;La Libertad;2017;22;COLON;1er Grado;Otro;0;0;0;0;0;0;0;0;0;0;0;N/D
Violencia de Género;La Libertad;2017;22;COLON;Bachiller;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;22;CUSCATANCINGO;Cursando Universidad;Soltero(a);0;0;0;0;0;1;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;22;CUSCATANCINGO;Sin educación académica;Soltero(a);0;0;0;0;0;1;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;22;EL SALVADOR;6o Grado;Casado(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;22;EL SALVADOR;Sin educación académica;Casado(a);0;0;0;0;0;1;0;0;0;0;0;N/D
Violencia de Género;La Libertad;2017;22;HUIZUCAR;Sin educación académica;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;22;QUEZALTEPEQUE;8o Grado;Casado(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;22;QUEZALTEPEQUE;Bachiller;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;22;QUEZALTEPEQUE;Bachiller;Soltero(a);1;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;22;SANTA TECLA;4o Grado;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;N/D
Violencia de Género;La Libertad;2017;22;SANTA TECLA;Bachiller;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;22;ZARAGOZA;Bachiller;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Unión;2017;22;CONCHAGUA;8o Grado;Casado(a);0;0;0;0;0;0;0;0;0;0;0;Cuñado(a)
Violencia de Género;La Unión;2017;22;CONCHAGUA;9o Grado;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;Es hijo(a) de
Violencia de Género;La Unión;2017;22;SAN MIGUEL;Graduado Universitario;Casado(a);0;0;0;0;0;0;0;0;0;0;0;N/D
Violencia de Género;San Salvador;2017;22;CIUDAD DELGADO;Sin educación académica;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;San Salvador;2017;22;SAN SALVADOR;Cursando Universidad;Soltero(a);0;1;0;1;0;0;0;0;0;0;0;otro
Violencia Intrafamiliar;Ahuachapán;2017;22;AHUACHAPAN;3er Grado;Soltero(a);0;1;1;1;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Cabañas;2017;22;SAN ISIDRO;3er Grado;Soltero(a);1;1;0;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Cabañas;2017;22;SENSUNTEPEQUE;5o Grado;Soltero(a);1;1;1;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Chalatenango;2017;22;CHALATENANGO;9o Grado;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Chalatenango;2017;22;CHALATENANGO;Sin educación académica;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Chalatenango;2017;22;CHALATENANGO;Sin educación académica;Casado(a);0;1;0;1;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;La Libertad;2017;22;QUEZALTEPEQUE;7o Grado;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Libertad;2017;22;TALNIQUE;Bachiller;Soltero(a);1;1;1;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;La Libertad;2017;22;ZARAGOZA;1er. Año de Bachillerato;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Tio(a) de
Violencia Intrafamiliar;La Paz;2017;22;SAN LUIS LA HERRADURA;4o Grado;Casado(a);1;1;1;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Paz;2017;22;SAN RAFAEL OBRAJUELO;7o Grado;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Paz;2017;22;SANTIAGO NONUALCO;1er. Año de Bachillerato;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Paz;2017;22;SANTIAGO NONUALCO;9o Grado;Casado(a);0;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Paz;2017;22;SANTIAGO NONUALCO;Cursando Universidad;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Sobrino(a)
Violencia Intrafamiliar;La Paz;2017;22;ZACATECOLUCA;6o Grado;Soltero(a);1;0;1;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Morazán;2017;22;CORINTO;7o Grado;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Morazán;2017;22;SAN FRANCISCO GOTERA;Egresado Universitario;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Miguel;2017;22;SAN MIGUEL;9o Grado;Soltero(a);1;1;1;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;22;AYUTUXTEPEQUE;Bachiller;Soltero(a);1;1;1;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;22;CIUDAD DELGADO;Bachiller;Soltero(a);1;1;1;1;1;1;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;22;CUSCATANCINGO;Cursando Universidad;Soltero(a);1;1;1;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;22;CUSCATANCINGO;Cursando Universidad;Soltero(a);1;1;1;0;1;0;0;0;0;0;0;N/D
Violencia Intrafamiliar;San Salvador;2017;22;SAN MARCOS;9o Grado;Soltero(a);1;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;22;SAN SALVADOR;2o. Año de Bachillerato;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Cuñado(a)
Violencia Intrafamiliar;San Salvador;2017;22;SAN SALVADOR;7o Grado;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;22;SAN SALVADOR;9o Grado;Soltero(a);1;1;1;0;1;0;0;0;0;0;0;N/D
Violencia Intrafamiliar;San Salvador;2017;22;SAN SALVADOR;Bachiller;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;22;SAN SALVADOR;Egresado Universitario;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;22;SANTIAGO NONUALCO;Bachiller;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Vicente;2017;22;CIUDAD ARCE;8o Grado;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Vicente;2017;22;ZACATECOLUCA;9o Grado;Casado(a);0;1;1;1;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Santa Ana;2017;22;CHALCHUAPA;Cursando Universidad;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Santa Ana;2017;22;SAN SEBASTIAN SALITRILLO;Bachiller;Casado(a);0;1;1;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Santa Ana;2017;22;SANTA ANA;8o Grado;Soltero(a);1;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Santa Ana;2017;22;SANTA ANA;Bachiller;Casado(a);0;1;0;1;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Usulután;2017;22;JUCUAPA;Bachiller;Soltero(a);0;1;0;1;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Usulután;2017;22;SANTA MARIA;Bachiller;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Usulután;2017;22;SANTIAGO DE MARIA;3er Grado;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Usulután;2017;22;USULUTAN;Bachiller;Soltero(a);1;1;1;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia de Género;La Libertad;2017;23;EL SALVADOR;Sin educación académica;Casado(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;23;QUEZALTEPEQUE;6o Grado;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;23;SAN JUAN OPICO;9o Grado;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia de Género;La Unión;2017;23;CONCHAGUA;7o Grado;Casado(a);0;0;0;0;0;0;0;0;0;0;0;Expareja
Violencia de Género;La Unión;2017;23;EL SALVADOR;Bachiller;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;Hijastro(a)
Violencia Intrafamiliar;Ahuachapán;2017;23;AHUACHAPAN;Cursando Universidad;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Ahuachapán;2017;23;AHUACHAPAN;Sin educación académica;Soltero(a);0;1;1;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Ahuachapán;2017;23;TACUBA;9o Grado;Casado(a);1;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Ahuachapán;2017;23;TURIN;8o Grado;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Chalatenango;2017;23;POTONICO;Bachiller;Soltero(a);1;1;0;0;1;1;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Chalatenango;2017;23;SAN ANTONIO DE LOS RANCHOS;1er. Año de Bachillerato;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;La Libertad;2017;23;SAN JOSE VILLANUEVA;9o Grado;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;La Libertad;2017;23;SAN PABLO TACACHICO;Sin educación académica;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;La Libertad;2017;23;SAN PABLO TACACHICO;Sin educación académica;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Libertad;2017;23;SANTA TECLA;Cursando Universidad;Casado(a);1;1;1;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Unión;2017;23;CONCHAGUA;8o Grado;Casado(a);1;1;1;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Unión;2017;23;LA UNION;Bachiller;Casado(a);1;1;1;1;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Morazán;2017;23;JOCORO;6o Grado;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Morazán;2017;23;OSICALA;6o Grado;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Miguel;2017;23;SAN MIGUEL;Bachiller;Casado(a);1;1;0;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Miguel;2017;23;SAN MIGUEL;Cursando Universidad;Soltero(a);1;1;1;1;1;0;0;0;0;0;0;Es hijo(a) de
Violencia Intrafamiliar;San Salvador;2017;23;ILOPANGO;Bachiller;Casado(a);1;1;0;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;23;SAN SALVADOR;5o Grado;Soltero(a);1;1;1;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;San Salvador;2017;23;SONSONATE;9o Grado;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Vicente;2017;23;APASTEPEQUE;7o Grado;Soltero(a);0;1;1;0;1;1;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Vicente;2017;23;CALIFORNIA;9o Grado;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;San Vicente;2017;23;CALIFORNIA;9o Grado;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Es hijo(a) de
Violencia Intrafamiliar;San Vicente;2017;23;TECOLUCA;9o Grado;Casado(a);0;1;1;0;0;0;0;0;0;0;0;N/D
Violencia Intrafamiliar;Santa Ana;2017;23;SANTA ANA;4o Grado;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Santa Ana;2017;23;SANTA ANA;4o Grado;Soltero(a);1;1;1;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Santa Ana;2017;23;SANTA ANA;Bachiller;Casado(a);1;1;0;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Usulután;2017;23;USULUTAN;8o Grado;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia de Género;Ahuachapán;2017;24;JUJUTLA;Técnico;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;Ahuachapán;2017;24;SANTA ANA;Sin educación académica;Soltero(a);0;0;0;1;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;24;CIUDAD ARCE;9o Grado;Casado(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;24;CIUDAD ARCE;Técnico;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;24;COLON;Bachiller;Soltero(a);0;1;0;0;0;1;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;24;MEJICANOS;Bachiller;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;N/D
Violencia de Género;La Libertad;2017;24;QUEZALTEPEQUE;6o Grado;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia de Género;La Paz;2017;24;SAN JUAN NONUALCO;5o Grado;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Unión;2017;24;LA UNION;Sin educación académica;Otro;0;0;0;0;0;0;0;0;0;0;0;N/D
Violencia de Género;La Unión;2017;24;SANTA ROSA DE LIMA;1er. Año de Bachillerato;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;San Salvador;2017;24;SAN SALVADOR;9o Grado;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Vecino(a)
Violencia de Género;San Salvador;2017;24;SAN SALVADOR;Cursando Universidad;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;San Vicente;2017;24;GUADALUPE;Egresado Universitario;Soltero(a);0;1;0;1;0;0;0;0;0;0;0;N/D
Violencia de Género;San Vicente;2017;24;GUADALUPE;Egresado Universitario;Soltero(a);0;1;0;1;0;0;0;0;0;0;0;otro
Violencia de Género;Santa Ana;2017;24;SANTA ANA;Cursando Universidad;Casado(a);1;1;1;1;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Ahuachapán;2017;24;AHUACHAPAN;5o Grado;Unión no matrimonial;0;1;0;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Ahuachapán;2017;24;AHUACHAPAN;Graduado Universitario;Soltero(a);0;1;0;0;0;1;0;0;0;0;0;otro
Violencia Intrafamiliar;Cabañas;2017;24;SENSUNTEPEQUE;6o Grado;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Cabañas;2017;24;SENSUNTEPEQUE;Sin educación académica;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Chalatenango;2017;24;NUEVA CONCEPCION;8o Grado;Soltero(a);1;1;1;1;1;1;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;La Libertad;2017;24;ANTIGUO CUSCATLAN;Bachiller;Casado(a);1;1;0;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Libertad;2017;24;COLON;Bachiller;Soltero(a);1;1;1;1;1;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;La Libertad;2017;24;HUIZUCAR;4o Grado;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Libertad;2017;24;QUEZALTEPEQUE;9o Grado;Soltero(a);0;1;1;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Libertad;2017;24;SANTA TECLA;Cursando Universidad;Casado(a);1;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Paz;2017;24;SAN JUAN NONUALCO;9o Grado;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Paz;2017;24;SAN JUAN TALPA;Bachiller;Soltero(a);0;1;1;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;La Unión;2017;24;PASAQUINA;6o Grado;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Morazán;2017;24;EL ROSARIO;5o Grado;Unión no matrimonial;0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Morazán;2017;24;OSICALA;Sin educación académica;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Miguel;2017;24;SAN MIGUEL;2o. Año de Bachillerato;Soltero(a);1;1;1;0;1;0;0;0;0;0;0;Cuñado(a)
Violencia Intrafamiliar;San Miguel;2017;24;SAN MIGUEL;Cursando Universidad;Soltero(a);1;1;1;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;24;COJUTEPEQUE;Bachiller;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Compañero(a) de Trabajo
Violencia Intrafamiliar;San Salvador;2017;24;CUSCATANCINGO;Bachiller;Soltero(a);0;1;1;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;24;SAN SALVADOR;6o Grado;Soltero(a);0;1;1;0;1;1;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;24;SAN SALVADOR;Bachiller;Casado(a);1;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Vicente;2017;24;EL SALVADOR;Sin educación académica;Casado(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Vicente;2017;24;SAN VICENTE;6o Grado;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Vicente;2017;24;SAN VICENTE;Bachiller;Soltero(a);1;1;1;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;San Vicente;2017;24;SAN VICENTE;Cursando Universidad;Casado(a);0;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Vicente;2017;24;SAN VICENTE;Técnico;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Santa Ana;2017;24;CHALCHUAPA;8o Grado;Soltero(a);1;1;0;1;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Santa Ana;2017;24;CHALCHUAPA;8o Grado;Unión no matrimonial;0;1;1;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Santa Ana;2017;24;COATEPEQUE;6o Grado;Soltero(a);1;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Santa Ana;2017;24;SANTA ANA;8o Grado;Soltero(a);1;1;1;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Usulután;2017;24;SANTA MARIA;Sin educación académica;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Es hijo(a) de
Discriminación;San Salvador;2017;25;SAN SALVADOR;9o Grado;Casado(a);0;1;0;0;0;0;0;1;0;0;0;N/D
Violencia de Género;Ahuachapán;2017;25;ATIQUIZAYA;7o Grado;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia de Género;La Libertad;2017;25;CIUDAD ARCE;1er. Año de Bachillerato;Casado(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;25;EL SALVADOR;5o Grado;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;25;SACACOYO;5o Grado;Casado(a);0;0;0;0;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia de Género;La Paz;2017;25;SAN JUAN NONUALCO;8o Grado;Casado(a);0;1;1;0;0;0;0;0;0;0;0;Esposo(a)
Violencia de Género;La Unión;2017;25;CONCEPCION DE ORIENTE;7o Grado;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia de Género;San Salvador;2017;25;SAN SALVADOR;Cursando Universidad;Soltero(a);0;0;0;1;0;0;0;0;0;0;0;N/D
Violencia de Género;San Salvador;2017;25;SANTIAGO NONUALCO;Cursando Universidad;Soltero(a);0;1;0;1;0;0;0;0;0;0;0;Compañero(a) de Trabajo
Violencia Intrafamiliar;Ahuachapán;2017;25;AHUACHAPAN;9o Grado;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Ahuachapán;2017;25;AHUACHAPAN;Egresado Universitario;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Cabañas;2017;25;SAN ISIDRO;Bachiller;Soltero(a);1;1;1;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Cabañas;2017;25;SENSUNTEPEQUE;3er Grado;Casado(a);1;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Cabañas;2017;25;VICTORIA;Bachiller;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Chalatenango;2017;25;CHALATENANGO;Bachiller;Soltero(a);1;1;1;1;1;1;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Chalatenango;2017;25;COMALAPA;Técnico;Casado(a);0;1;1;1;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;Chalatenango;2017;25;COMALAPA;Técnico;Casado(a);0;1;1;1;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Chalatenango;2017;25;CONCEPCION QUEZALTEPEQUE;5o Grado;Soltero(a);1;1;1;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;La Libertad;2017;25;ANTIGUO CUSCATLAN;Cursando Universidad;Soltero(a);1;0;0;0;0;0;0;0;0;0;0;otro
Violencia Intrafamiliar;La Libertad;2017;25;COLON;9o Grado;Soltero(a);1;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Libertad;2017;25;COLON;Bachiller;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Libertad;2017;25;COLON;Bachiller;Soltero(a);1;1;1;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Libertad;2017;25;SAN PABLO TACACHICO;8o Grado;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Libertad;2017;25;SANTA TECLA;5o Grado;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
